Brand,Model,YearOfFabrication,Kilometres,Location,PriceEuro
BMW,X5,2017,149500,Timis,45700
BMW,X5,2018,225000,Bucuresti,26775
BMW,X5,2018,204000,Dolj,30900
BMW,X5,2018,194000,Bihor,32650
BMW,X5,2018,187600,Ilfov,32950
BMW,X5,2018,176000,Bihor,34990
BMW,X5,2018,84000,Salaj,35997
BMW,X5,2018,119900,Bucuresti,36900
BMW,X5,2018,140000,Bucuresti,37723
BMW,X5,2018,117435,Bucuresti,37950
BMW,X5,2018,70526,Bihor,38000
BMW,X5,2018,79033,Cluj,44900
BMW,X5,2018,92000,Arad,45091
BMW,X5,2018,120000,Bucuresti,48900
BMW,X5,2018,234000,Bucuresti,49980
BMW,X5,2018,149000,Valcea,57400
BMW,X5,2019,92271,Bucuresti,38498
BMW,X5,2019,150417,Iasi,41500
BMW,X5,2019,132500,Sibiu,42000
BMW,X5,2019,196500,Braila,49609
BMW,X5,2019,151600,Olt,49989
BMW,X5,2019,117285,Bucuresti,51490
BMW,X5,2019,70614,Bucuresti,51500
BMW,X5,2019,100000,Olt,51990
BMW,X5,2019,80000,Timis,52000
BMW,X5,2019,120793,Bucuresti,52500
BMW,X5,2019,39826,Bucuresti,52990
BMW,X5,2019,54000,Ilfov,52990
BMW,X5,2019,120000,Ilfov,53907
BMW,X5,2019,82052,Bucuresti,54849
BMW,X5,2019,198000,Vrancea,54900
BMW,X5,2019,130000,Ilfov,54949
BMW,X5,2019,127000,Galati,54990
BMW,X5,2019,79694,Dolj,55500
BMW,X5,2019,75715,Prahova,56000
BMW,X5,2019,105778,Bucuresti,56500
BMW,X5,2019,125000,Valcea,56941
BMW,X5,2019,149000,Cluj,56989
BMW,X5,2019,110000,Brasov,56999
BMW,X5,2019,121320,Ilfov,56999
BMW,X5,2019,74028,Ilfov,57989
BMW,X5,2019,129000,Bucuresti,58480
BMW,X5,2019,96000,Bucuresti,59479
BMW,X5,2019,83900,Bucuresti,59500
BMW,X5,2019,27900,Ilfov,59990
BMW,X5,2019,57500,Bucuresti,62989
BMW,X5,2019,97700,Galati,63000
BMW,X5,2019,78117,Galati,63989
BMW,X5,2019,87000,Sibiu,64980
BMW,X5,2019,143248,Bucuresti,64999
BMW,X5,2019,52970,Prahova,65331
BMW,X5,2019,78117,Ilfov,80908
BMW,X5,2020,136000,Galati,44500
BMW,X5,2020,179200,Braila,49950
BMW,X5,2020,88000,Bucuresti,50500
BMW,X5,2020,99277,Bucuresti,51500
BMW,X5,2020,75000,Ilfov,52000
BMW,X5,2020,137920,Bucuresti,59989
BMW,X5,2020,44700,Iasi,61500
BMW,X5,2020,101400,Ilfov,61987
BMW,X5,2020,77000,Bucuresti,64789
BMW,X5,2020,57300,Ilfov,72900
BMW,X5,2020,59301,Ilfov,72989
BMW,X5,2020,25047,Ilfov,74990
BMW,X5,2020,13288,Braila,77350
BMW,X5,2020,31590,Galati,86263
BMW,X5,2021,180062,Ilfov,54999
BMW,X5,2021,29500,Ilfov,65000
BMW,X5,2021,93090,Timis,68000
BMW,X5,2021,70100,Braila,68810
BMW,X5,2021,46500,Prahova,74851
BMW,X5,2021,12900,Bucuresti,86490
BMW,X5,2021,22400,Ilfov,90980
BMW,X5,2021,21674,Ilfov,91850
BMW,X5,2022,34446,Bucuresti,62332
BMW,X5,2022,44306,Satu Mare,62899
BMW,X5,2022,45000,Dolj,71162
BMW,X5,2022,11300,Sibiu,71899
BMW,X5,2022,23300,Iasi,74900
BMW,X5,2022,16000,Bacau,76160
BMW,X5,2022,18800,Ilfov,77707
BMW,X5,2022,13000,Bacau,79123
BMW,X5,2022,37211,Ilfov,79611
BMW,X5,2022,17000,Iasi,80899
BMW,X5,2022,6000,Ilfov,80989
BMW,X5,2022,6000,Ilfov,83990
BMW,X5,2022,6700,Ilfov,95198
BMW,X5,2023,31890,Bucuresti,70700
BMW,X5,2023,10,Bucuresti,75324
BMW,X5,2023,4950,Ilfov,89250
BMW,X5,2023,5000,Ilfov,92463
BMW,X5,2023,30,Ilfov,92820
BMW,X5,2023,11,Bucuresti,95198
BMW,X5,2023,3922,Bucuresti,95988
BMW,X5,2023,1,Iasi,98899
BMW,X5,2023,7,Mures,99365
BMW,X5,2023,10377,Covasna,99800
BMW,X5,2023,3,Bucuresti,103989
BMW,X5,2023,45,Bucuresti,105989
BMW,X5,2023,4100,Ilfov,107990
BMW,X5,2023,20,Iasi,114835
BMW,X5,2023,30,Brasov,131999
BMW,X5 M,2014,187498,Dambovita,26900
BMW,X5 M,2014,164551,Ilfov,29500
BMW,X5 M,2014,182886,Bucuresti,29900
BMW,X5 M,2014,197057,Brasov,30500
BMW,X5 M,2015,256000,Alba,26900
BMW,X5 M,2015,102101,Bucuresti,32500
BMW,X5 M,2016,115000,Suceava,44000
BMW,X5 M,2017,222747,Ilfov,34999
BMW,X5 M,2017,160000,Arges,35990
BMW,X5 M,2018,204010,Dolj,31250
BMW,X5 M,2018,135000,Bucuresti,64900
BMW,X5 M,2019,136000,Cluj,59976
BMW,X5 M,2019,100000,Timis,66500
BMW,X5 M,2019,86350,Bucuresti,67638
BMW,X5 M,2019,112000,Bucuresti,69900
BMW,X5 M,2019,55465,Ilfov,75493
BMW,X5 M,2020,89530,Cluj,64990
BMW,X5 M,2020,84000,Iasi,67899
BMW,X5 M,2020,29500,Arges,81499
BMW,X5 M,2020,117000,Bihor,89250
BMW,X5 M,2020,85000,Prahova,101150
BMW,X5 M,2021,89000,Galati,81900
BMW,X5 M,2021,25000,Ilfov,95000
BMW,X5 M,2021,33990,Ilfov,119000
BMW,X5 M,2021,10000,Ilfov,140003
BMW,X5 M,2022,8700,Ilfov,109999
BMW,X5 M,2022,4100,Iasi,124900
BMW,X5 M,2023,12000,Iasi,93900
BMW,X5 M,2023,4200,Bucuresti,126021
BMW,X5 M,2023,1700,Bucuresti,139989
BMW,X5 M,2023,4200,Bucuresti,163803
BMW,X5 M,2023,6200,Bucuresti,163803
BMW,X5 M,2023,5999,Timis,175000
BMW,X6,2009,195000,Ilfov,16300
BMW,X6,2010,330000,Timis,12500
BMW,X6,2010,236000,Cluj,13499
BMW,X6,2010,219000,Bacau,15999
BMW,X6,2011,252366,Botosani,14999
BMW,X6,2011,214000,Maramures,17250
BMW,X6,2011,174000,Bucuresti,18000
BMW,X6,2012,292665,Bucuresti,17297
BMW,X6,2012,103000,Galati,17900
BMW,X6,2013,189000,Bacau,18900
BMW,X6,2013,263000,Dambovita,19350
BMW,X6,2013,218000,Arges,20900
BMW,X6,2014,209090,Bucuresti,18990
BMW,X6,2014,229890,Galati,33899
BMW,X6,2015,175000,Ilfov,26900
BMW,X6,2015,189000,Iasi,27000
BMW,X6,2015,159570,Bucuresti,30450
BMW,X6,2015,172397,Ilfov,32500
BMW,X6,2015,179000,Bacau,33900
BMW,X6,2015,142815,Ilfov,34490
BMW,X6,2015,175100,Ilfov,38490
BMW,X6,2016,239000,Galati,28900
BMW,X6,2016,170000,Arges,29990
BMW,X6,2016,212000,Bacau,29990
BMW,X6,2016,133044,Bucuresti,33249
BMW,X6,2016,110000,Alba,35000
BMW,X6,2016,176000,Salaj,35000
BMW,X6,2016,113987,Dambovita,40000
BMW,X6,2017,185000,Arges,35750
BMW,X6,2017,119000,Arges,39999
BMW,X6,2017,126000,Bucuresti,41293
BMW,X6,2018,101308,Iasi,37000
BMW,X6,2018,213000,Brasov,38700
BMW,X6,2018,98146,Bucuresti,39000
BMW,X6,2018,88592,Bucuresti,39900
BMW,X6,2018,100000,Bistrita-Nasaud,41500
BMW,X6,2018,125000,Prahova,44490
BMW,X6,2018,77060,Bacau,45490
BMW,X6,2018,79367,Bucuresti,45900
BMW,X6,2019,80000,Suceava,43900
BMW,X6,2019,45000,Bacau,49900
BMW,X6,2019,42500,Ilfov,69972
BMW,X6,2019,64000,Ilfov,79500
BMW,X6,2020,120000,Ilfov,62970
BMW,X6,2020,180000,Prahova,64855
BMW,X6,2020,94279,Bucuresti,65989
BMW,X6,2020,155000,Maramures,65990
BMW,X6,2020,84000,Sibiu,67000
BMW,X6,2020,110000,Ilfov,67000
BMW,X6,2020,120000,Galati,69500
BMW,X6,2020,100000,Bucuresti,69989
BMW,X6,2020,135000,Ilfov,70000
BMW,X6,2020,124551,Ilfov,72500
BMW,X6,2020,48167,Ilfov,73500
BMW,X6,2020,106937,Ilfov,73680
BMW,X6,2020,75000,Prahova,76041
BMW,X6,2020,43069,Ilfov,79900
BMW,X6,2020,29500,Bucuresti,80920
BMW,X6,2020,82000,Bucuresti,81500
BMW,X6,2020,99000,Teleorman,83000
BMW,X6,2020,35000,Ilfov,87989
BMW,X6,2021,52100,Bucuresti,67000
BMW,X6,2021,14013,Ilfov,69889
BMW,X6,2021,52701,Bucuresti,69989
BMW,X6,2021,34121,Neamt,72000
BMW,X6,2021,73709,Bucuresti,72980
BMW,X6,2021,25000,Ilfov,74900
BMW,X6,2021,43500,Ilfov,77000
BMW,X6,2021,40000,Ilfov,77500
BMW,X6,2021,19958,Ilfov,79850
BMW,X6,2021,34100,Iasi,79900
BMW,X6,2021,58000,Hunedoara,82000
BMW,X6,2021,32840,Ilfov,84850
BMW,X6,2021,16000,Ilfov,84900
BMW,X6,2021,50500,Ilfov,84960
BMW,X6,2021,32310,Bucuresti,88060
BMW,X6,2021,38000,Sibiu,89900
BMW,X6,2022,15997,Bucuresti,74899
BMW,X6,2022,12800,Sibiu,79900
BMW,X6,2022,17400,Ilfov,79998
BMW,X6,2022,42000,Bihor,81700
BMW,X6,2022,20000,Ilfov,81999
BMW,X6,2022,15935,Suceava,82705
BMW,X6,2022,49000,Satu Mare,82900
BMW,X6,2022,19200,Iasi,83899
BMW,X6,2022,11841,Suceava,84998
BMW,X6,2022,25000,Ilfov,86999
BMW,X6,2022,17900,Ilfov,91990
BMW,X6,2022,30000,Prahova,92820
BMW,X6,2022,100,Bucuresti,98175
BMW,X6,2023,42300,Arad,69900
BMW,X6,2023,10,Bucuresti,79689
BMW,X6,2023,17209,Ilfov,86751
BMW,X6,2023,7700,Ilfov,87499
BMW,X6,2023,11435,Suceava,87800
BMW,X6,2023,9000,Brasov,88400
BMW,X6,2023,8500,Ilfov,90440
BMW,X6,2023,50,Ilfov,94010
BMW,X6,2023,15000,Bucuresti,96390
BMW,X6,2023,20257,Ilfov,97589
BMW,X6,2023,6000,Bucuresti,98492
BMW,X6,2023,1,Bucuresti,99880
BMW,X6,2023,7750,Ilfov,99949
BMW,X6,2023,20,Ilfov,101150
BMW,X6,2023,1,Satu Mare,101418
BMW,X6,2023,5000,Bucuresti,106850
BMW,X6,2023,16,Gorj,110000
BMW,X6,2023,20,Ilfov,110630
BMW,X6,2023,5,Bucuresti,110988
BMW,X6,2023,20,Ilfov,115390
BMW,X6,2023,10,Bucuresti,115418
BMW,X6,2023,10,Bucuresti,117810
BMW,X6,2023,13,Iasi,118889
BMW,X6,2023,100,Ilfov,119000
BMW,X6,2023,4200,Ilfov,119000
BMW,X6,2023,4700,Ilfov,119899
BMW,X6 M,2013,198000,Braila,20300
BMW,X6 M,2014,165607,Bucuresti,29450
BMW,X6 M,2016,140000,Ilfov,40460
BMW,X6 M,2016,115000,Satu Mare,40500
BMW,X6 M,2017,190000,Ilfov,36990
BMW,X6 M,2017,102000,Vrancea,40000
BMW,X6 M,2017,32855,Bucuresti,59860
BMW,X6 M,2018,71000,Bucuresti,57000
BMW,X6 M,2020,117000,Prahova,75500
BMW,X6 M,2020,44900,Galati,78528
BMW,X6 M,2020,40500,Bucuresti,84899
BMW,X6 M,2020,56241,Prahova,106981
BMW,X6 M,2020,32000,Ilfov,114819
BMW,X6 M,2021,50000,Teleorman,68000
BMW,X6 M,2021,41000,Bucuresti,94900
BMW,X6 M,2021,15000,Bucuresti,102900
BMW,X6 M,2022,34000,Bucuresti,104988
BMW,X6 M,2022,32000,Ilfov,109999
BMW,X6 M,2022,20000,Sibiu,116620
BMW,X6 M,2022,39500,Bucuresti,120769
BMW,X6 M,2023,2850,Bucuresti,115000
BMW,X6 M,2023,38000,Gorj,139900
BMW,X6 M,2023,17000,Brasov,152950
BMW,X6 M,2023,190,Bucuresti,158984
BMW,X6 M,2023,20,Ilfov,160650
BMW,X6 M,2023,2000,Bucuresti,164989
BMW,X7,2019,92835,Bucuresti,76000
BMW,X7,2019,93757,Bihor,77777
BMW,X7,2020,51800,Ilfov,70805
BMW,X7,2020,72166,Prahova,77231
BMW,X7,2020,88000,Sibiu,82110
BMW,X7,2020,79506,Ilfov,83288
BMW,X7,2020,79000,Sibiu,88979
BMW,X7,2020,62800,Ilfov,93199
BMW,X7,2021,75999,Sibiu,83181
BMW,X7,2021,24000,Iasi,94998
BMW,X7,2022,138000,Satu Mare,89000
BMW,X7,2022,6715,Bucuresti,125690
BMW,X7,2022,21990,Bucuresti,144799
BMW,X7,2023,19206,Cluj,114989
BMW,X7,2023,9000,Bihor,118000
BMW,X7,2023,7,Mures,118762
BMW,X7,2023,436,Ilfov,121999
BMW,X7,2023,1,Bucuresti,126140
BMW,X7,2023,15900,Ilfov,136850
BMW,X7,2023,10,Bucuresti,145999
BMW,X7,2023,4500,Bucuresti,157999
BMW,XM,2023,22500,Bucuresti,144585
BMW,XM,2023,6500,Bucuresti,166980
BMW,XM,2023,7000,Ilfov,168940
BMW,XM,2023,10,Bucuresti,169990
BMW,XM,2023,3000,Bucuresti,172990
BMW,XM,2023,40,Iasi,179690
BMW,Z4,2003,214097,Ilfov,7350
BMW,Z4,2007,72000,Bihor,11900
BMW,Z4,2012,38500,Timis,19000
BMW,Z4 M,2021,11200,Iasi,54900
BMW,Z4 M,2023,10777,Bucuresti,75000
BMW,i3,2017,64000,Iasi,16100
BMW,i3,2019,17979,Buzau,24600
BMW,i3,2020,43662,Ilfov,24490
BMW,i3,2021,39900,Iasi,28900
BMW,i3,2021,13350,Mures,36890
BMW,i4,2022,4400,Iasi,82900
BMW,i4,2023,12000,Iasi,57471
BMW,i4,2023,1,Satu Mare,63760
BMW,i7,2022,18100,Ilfov,115759
BMW,i7,2022,4100,Bucuresti,144331
BMW,iX,2022,5100,Bucuresti,65902
BMW,iX,2022,11900,Bucuresti,94962
BMW,iX,2022,2022,Ilfov,99099
BMW,iX,2022,5900,Ilfov,99499
BMW,iX,2022,19500,Bucuresti,109950
BMW,iX,2022,4000,Ilfov,110273
BMW,iX,2023,1,Satu Mare,99330
BMW,iX1,2022,26100,Iasi,59899
BMW,iX1,2023,7,Mures,66271
BMW,iX3,2022,1,Satu Mare,53791
BMW,iX3,2023,12000,Iasi,64890
Bentley,Bentayga,2017,41921,Bucuresti,178381
Bentley,Bentayga,2019,36850,Bucuresti,142149
Bentley,Bentayga,2019,23300,Bucuresti,188899
Bentley,Bentayga,2021,18627,Ilfov,186989
Bentley,Bentayga,2021,49000,Ilfov,205000
Bentley,Bentayga,2021,19500,Ilfov,225900
Bentley,Bentayga,2021,18300,Bucuresti,235000
Bentley,Bentayga,2021,7800,Bucuresti,269000
Bentley,Bentayga,2022,21331,Ilfov,249781
Bentley,Bentayga,2022,9900,Ilfov,328900
Bentley,Bentayga,2023,5000,Bucuresti,271999
Bentley,Bentayga,2023,13000,Bucuresti,276500
Bentley,Bentayga,2023,90,Ilfov,323900
Bentley,Bentayga,2023,45,Bucuresti,327250
Bentley,Continental,2012,90000,Maramures,59900
Bentley,Continental,2016,31350,Constanta,180000
Bentley,Continental,2018,560,Bucuresti,197000
Bentley,Continental,2019,32500,Bucuresti,220150
Bentley,Continental,2019,37000,Bucuresti,299979
Bentley,Continental,2020,11450,Ilfov,226100
Bentley,Continental,2020,1542,Ilfov,242899
Bentley,Continental,2022,16480,Ilfov,234430
Bentley,Continental,2022,6000,Ilfov,235620
Bentley,Continental,2022,3587,Bucuresti,294899
Bentley,Flying Spur,2021,26272,Ilfov,243900
Bentley,Flying Spur,2023,1500,Bucuresti,307499
Cadillac,CTS,2014,80000,Constanta,25000
Cadillac,Eldorado,1976,67600,Mures,25000
Cadillac,Escalade,2022,61500,Arad,110000
Cadillac,Escalade,2022,1500,Bucuresti,146358
Cadillac,Escalade,2023,25,Timis,154533
Cadillac,XT4,2023,5,Bucuresti,46407
Cadillac,XT4,2023,9,Bucuresti,47366
Cadillac,XT4,2023,9,Constanta,48550
Cadillac,XT4,2023,5,Bucuresti,48553
Cadillac,XT4,2023,1,Ilfov,55989
Cadillac,XT6,2022,3556,Timis,66499
Cadillac,XT6,2022,133,Timis,75500
Cadillac,XT6,2022,23,Timis,79989
Chatenet,CH40,2020,42000,Bucuresti,13899
Chevrolet,Aveo,2008,39000,Timis,2750
Chevrolet,Aveo,2012,212500,Arad,3800
Chevrolet,Aveo,2013,187000,Dolj,3990
Chevrolet,Camaro,2020,28000,Constanta,35000
Chevrolet,Captiva,2007,242000,Arad,4750
Chevrolet,Captiva,2007,262000,Bacau,5890
Chevrolet,Captiva,2013,205600,Mures,7299
Chevrolet,Captiva,2013,193000,Bacau,7990
Chevrolet,Corvette,2015,23000,Brasov,67236
Chevrolet,Corvette,2019,18000,Brasov,66997
Chevrolet,Corvette,2020,10,Bucuresti,142800
Chevrolet,Corvette,2021,2000,Brasov,82110
Chevrolet,Cruze,2010,192000,Prahova,3990
Chevrolet,Cruze,2012,248000,Iasi,5490
Chevrolet,Cruze,2013,244000,Caras-Severin,3990
Chevrolet,Cruze,2013,201000,Dolj,4690
Chevrolet,Malibu,2012,180000,Arges,7599
Chevrolet,Orlando,2011,250000,Cluj,5990
Chevrolet,Orlando,2013,210000,Ialomita,4950
Chevrolet,Orlando,2013,226000,Timis,5999
Chevrolet,Spark,2006,134531,Constanta,1400
Chevrolet,Spark,2010,135000,Timis,3499
Chevrolet,Spark,2010,145000,Bacau,3550
Chevrolet,Spark,2013,168000,Timis,3999
Chevrolet,Trax,2016,112000,Timis,8350
Chrysler,PT Cruiser,2005,146000,Bacau,2350
Citroën,Berlingo,2014,151000,Ialomita,6200
Citroën,Berlingo,2017,197000,Brasov,6980
Citroën,Berlingo,2018,182500,Galati,7700
Citroën,Berlingo,2023,5,Bucuresti,27950
Citroën,C-Crosser,2008,245000,Timis,5499
Citroën,C-Crosser,2008,233000,Prahova,5500
Citroën,C-Crosser,2009,356000,Cluj,5600
Citroën,C-Crosser,2009,204000,Arad,5850
Citroën,C-Crosser,2010,280052,Ilfov,6650
Citroën,C-Crosser,2011,210393,Arad,6600
Citroën,C-Elysée,2017,220000,Iasi,6700
Citroën,C-Elysée,2018,110211,Ilfov,8650
Citroën,C1,2010,130000,Bacau,5850
Citroën,C1,2013,160000,Bacau,6990
Citroën,C1,2016,121561,Bucuresti,6450
Citroën,C2,2003,190000,Bacau,1550
Citroën,C2,2004,199309,Brasov,1088
Citroën,C3,2006,137206,Constanta,1800
Citroën,C3,2011,195000,Dolj,3199
Citroën,C3,2011,210000,Ilfov,3600
Citroën,C3,2013,242000,Arges,5690
Citroën,C3,2016,175896,Galati,6350
Citroën,C3,2016,41839,Bucuresti,7249
Citroën,C3,2017,167900,Bucuresti,8990
Citroën,C3,2017,99231,Cluj,9840
Citroën,C3,2017,123645,Bihor,11900
Citroën,C3,2018,182232,Ilfov,7990
Citroën,C3,2018,25000,Bucuresti,12990
Citroën,C3 AIRCROSS,2018,147878,Ilfov,10289
Citroën,C3 AIRCROSS,2018,87000,Bucuresti,11498
Citroën,C3 AIRCROSS,2018,44999,Suceava,13499
Citroën,C3 AIRCROSS,2022,7683,Ilfov,16990
Citroën,C3 AIRCROSS,2022,32000,Bacau,18500
Citroën,C3 AIRCROSS,2022,1550,Dolj,18590
Citroën,C3 AIRCROSS,2022,2575,Dolj,22539
Citroën,C3 Pluriel,2003,62770,Galati,1800
Citroën,C4,2008,313628,Mures,2000
Citroën,C4,2009,230000,Arad,1950
Citroën,C4,2009,214000,Brasov,2990
Citroën,C4,2011,156000,Timis,6290
Citroën,C4,2017,229442,Ilfov,6790
Citroën,C4,2021,30000,Buzau,14600
Citroën,C4,2022,1,Bucuresti,18463
Citroën,C4,2022,5,Bucuresti,20933
Citroën,C4,2022,19500,Dolj,25264
Citroën,C4,2022,1135,Bucuresti,25900
Citroën,C4,2022,44000,Cluj,25900
Citroën,C4,2023,5965,Dolj,26164
Citroën,C4 Aircross,2012,197851,Cluj,7950
Citroën,C4 Aircross,2013,210000,Timis,4950
Citroën,C4 Aircross,2014,224000,Arges,7600
Citroën,C4 Aircross,2014,122022,Satu Mare,10599
Citroën,C4 Aircross,2016,172500,Hunedoara,11400
Citroën,C4 Cactus,2015,185000,Maramures,7900
Citroën,C4 Cactus,2016,195000,Cluj,8189
Citroën,C4 Cactus,2016,131000,Suceava,8500
Citroën,C4 Cactus,2019,216000,Neamt,10500
Citroën,C4 Cactus,2019,146000,Arges,10990
Citroën,C4 Cactus,2019,120000,Bihor,12990
Citroën,C4 Cactus,2019,117990,Ilfov,13489
Citroën,C4 Grand Picasso,2010,199600,Sibiu,4250
Citroën,C4 Grand Picasso,2011,188870,Cluj,4849
Citroën,C4 Grand Picasso,2011,208000,Cluj,5599
Citroën,C4 Grand Picasso,2011,180000,Bihor,5899
Citroën,C4 Grand Picasso,2013,195000,Cluj,5590
Citroën,C4 Grand Picasso,2017,180000,Bucuresti,10990
Citroën,C4 Grand Picasso,2018,200650,Cluj,12498
Citroën,C4 Picasso,2007,125042,Bucuresti,3300
Citroën,C4 Picasso,2009,170000,Mehedinti,3290
Citroën,C4 Picasso,2010,204271,Ilfov,3490
Citroën,C4 Picasso,2010,179000,Bucuresti,3999
Citroën,C4 Picasso,2012,168300,Bucuresti,6399
Citroën,C4 Picasso,2012,146000,Mures,6490
Citroën,C4 Picasso,2013,201037,Ilfov,6490
Citroën,C4 Picasso,2014,181000,Brasov,6680
Citroën,C4 Picasso,2014,227000,Timis,6999
Citroën,C4 Picasso,2014,208000,Bucuresti,8490
Citroën,C4 Picasso,2016,192000,Iasi,7200
Citroën,C4 Picasso,2017,188000,Bucuresti,8990
Citroën,C4 Picasso,2018,220562,Ilfov,10450
Citroën,C4 Picasso,2018,139000,Bucuresti,14990
Citroën,C4 Space Tourer,2021,206009,Arges,10699
Citroën,C4X,2023,7120,Dolj,25589
Citroën,C4X,2023,9,Timis,28590
Citroën,C5,2009,209000,Satu Mare,2900
Citroën,C5,2010,302953,Bihor,2999
Citroën,C5,2010,195000,Prahova,3800
Citroën,C5,2010,232000,Prahova,4699
Citroën,C5,2010,251000,Timis,5799
Citroën,C5,2010,196000,Bucuresti,6950
Citroën,C5,2011,310000,Satu Mare,3400
Citroën,C5,2011,300000,Galati,4900
Citroën,C5,2011,357000,Olt,5300
Citroën,C5,2011,245235,Iasi,5800
Citroën,C5,2011,214000,Arges,5990
Citroën,C5,2012,225000,Prahova,5600
Citroën,C5,2015,240058,Galati,6900
Citroën,C5,2022,5000,Timis,33452
Citroën,C5 Aircross,2019,193500,Prahova,12950
Citroën,C5 Aircross,2019,194143,Maramures,16990
Citroën,C5 Aircross,2019,79067,Bucuresti,18950
Citroën,C5 Aircross,2019,88721,Bihor,20900
Citroën,C5 Aircross,2022,4140,Cluj,27950
Citroën,C5 Aircross,2022,5,Bucuresti,36433
Citroën,C5 Aircross,2023,12590,Timis,34990
Citroën,DS3,2016,193000,Cluj,7550
Citroën,DS4,2018,208000,Cluj,11648
Citroën,DS5,2012,202112,Cluj,9190
Citroën,DS5,2012,236743,Ilfov,9500
Citroën,DS5,2012,232931,Ilfov,10000
Citroën,DS5,2013,204270,Ilfov,8490
Citroën,DS5,2013,194600,Cluj,10189
Citroën,DS5,2013,208000,Brasov,10500
Citroën,DS5,2014,249000,Bihor,9800
Citroën,DS5,2014,191025,Cluj,10550
Citroën,DS5,2014,189113,Cluj,10750
Citroën,DS5,2014,181000,Bucuresti,11350
Citroën,DS5,2015,41000,Olt,17200
Citroën,DS7,2019,82000,Bucuresti,29998
Citroën,DS7,2020,182680,Arges,24990
Citroën,Jumper,2005,105416,Dolj,3990
Citroën,Jumper,2012,170000,Prahova,9990
Citroën,Jumper,2018,179745,Suceava,15500
Citroën,Jumper,2022,49374,Bistrita-Nasaud,25000
Citroën,Jumpy,2009,195000,Bacau,6999
Citroën,Jumpy,2012,220000,Timis,5500
Citroën,Xsara,2001,265000,Arges,1850
Cupra,Ateca,2023,15,Brasov,48766
Cupra,Born,2023,5000,Brasov,36900
Cupra,Formentor,2020,36000,Brasov,33950
Cupra,Formentor,2021,37500,Covasna,37500
Cupra,Formentor,2021,46467,Timis,39700
Cupra,Formentor,2022,29600,Bucuresti,35105
Cupra,Formentor,2022,27195,Galati,36878
Cupra,Formentor,2022,41056,Bucuresti,36900
Cupra,Formentor,2022,44680,Bucuresti,38500
Cupra,Formentor,2022,34000,Cluj,40900
Cupra,Formentor,2023,10,Arges,38490
Cupra,Formentor,2023,8881,Bucuresti,39999
Cupra,Formentor,2023,100,Bucuresti,44949
Cupra,Formentor,2024,8,Valcea,48000
Cupra,Leon,2023,12500,Ilfov,36000
DS Automobiles,DS 3,2017,75000,Prahova,7999
DS Automobiles,DS 4 Crossback,2017,114771,Galati,15458
DS Automobiles,DS 5,2016,139000,Cluj,15470
DS Automobiles,DS 7 Crossback,2018,85862,Bucuresti,18949
DS Automobiles,DS 7 Crossback,2019,249000,Prahova,17999
DS Automobiles,DS 7 Crossback,2019,159963,Ilfov,21349
DS Automobiles,DS 7 Crossback,2019,124900,Constanta,22598
DS Automobiles,DS 7 Crossback,2019,122252,Cluj,23500
DS Automobiles,DS 7 Crossback,2019,119580,Bucuresti,25989
DS Automobiles,DS 7 Crossback,2019,141389,Ilfov,26489
DS Automobiles,DS 7 Crossback,2019,108095,Galati,28548
DS Automobiles,DS 7 Crossback,2020,76091,Galati,30928
DS Automobiles,DS 7 Crossback,2020,113232,Galati,33308
DS Automobiles,DS 9,2023,10441,Ilfov,59900
Dacia,Dokker,2015,255000,Arges,4990
Dacia,Dokker,2015,181000,Cluj,5999
Dacia,Dokker,2015,233900,Bucuresti,6699
Dacia,Dokker,2015,101885,Suceava,8990
Dacia,Dokker,2016,170000,Caras-Severin,5950
Dacia,Dokker,2016,123500,Bucuresti,7690
Dacia,Dokker,2017,171700,Bucuresti,5999
Dacia,Dokker,2017,90750,Bucuresti,7700
Dacia,Dokker,2017,114000,Harghita,7700
Dacia,Dokker,2017,168000,Bucuresti,7950
Dacia,Dokker,2017,81226,Cluj,8925
Dacia,Dokker,2017,107000,Ilfov,9399
Dacia,Dokker,2017,157493,Arad,10550
Dacia,Dokker,2018,181000,Prahova,6990
Dacia,Dokker,2018,169000,Cluj,7800
Dacia,Dokker,2018,138000,Ilfov,8250
Dacia,Dokker,2018,117441,Ilfov,8450
Dacia,Dokker,2018,111065,Ilfov,8550
Dacia,Dokker,2018,164111,Ilfov,8590
Dacia,Dokker,2018,117000,Arges,8750
Dacia,Dokker,2018,82400,Valcea,9377
Dacia,Dokker,2018,135000,Cluj,9999
Dacia,Dokker,2018,103616,Harghita,12980
Dacia,Dokker,2018,104146,Cluj,14863
Dacia,Dokker,2019,197000,Braila,7000
Dacia,Dokker,2019,66476,Bucuresti,8990
Dacia,Dokker,2019,206868,Ilfov,9590
Dacia,Dokker,2019,144000,Cluj,9599
Dacia,Dokker,2019,68383,Satu Mare,9990
Dacia,Dokker,2019,179115,Arad,11448
Dacia,Dokker,2019,57344,Bucuresti,11490
Dacia,Duster,2010,276000,Constanta,5200
Dacia,Duster,2010,172000,Covasna,6450
Dacia,Duster,2010,188000,Arges,6999
Dacia,Duster,2011,317000,Covasna,5450
Dacia,Duster,2011,259000,Brasov,5600
Dacia,Duster,2011,202000,Covasna,5890
Dacia,Duster,2011,178000,Caras-Severin,5950
Dacia,Duster,2011,141000,Mures,5990
Dacia,Duster,2011,166000,Galati,5990
Dacia,Duster,2011,211000,Arges,6490
