Brand,Model,YearOfFabrication,Kilometres,Location,PriceEuro,ClientID,LicensePlateNumber,VIN
Dacia,Duster,2019,72996,Bucuresti,15749,FVDNBGBH,B 389 GLK,UUBXMKG7K44VBUFH2
Dacia,Duster,2019,70318,Sibiu,15990,KASIEGMJ,SB 607 DFC,UUBX39Z7WL4GO7SP7
Dacia,Duster,2019,71512,Ilfov,16189,ENWAGVTL,IF 947 PJW,UUBXDH7H0OWYGV7L6
Dacia,Duster,2019,68408,Prahova,16690,YTMJERWY,PH 748 DYU,UUBXFVNETT8WIBWW1
Dacia,Duster,2019,69669,Ilfov,16690,VSULGAHK,IF 489 HDU,UUBXWRWSNR8V782L0
Dacia,Duster,2019,73590,Bucuresti,16690,KHLSOOBX,B 613 RDJ,UUBXO2F7RDQ4AS9O7
Dacia,Duster,2019,54676,Prahova,17290,XVJPMYQK,PH 413 KZB,UUBXBE9AIHRQA6NX1
Dacia,Duster,2019,57975,Bucuresti,17290,KPGYQSGZ,B 667 DLO,UUBXIPDS2C4V71TW0
Dacia,Duster,2019,44369,Ilfov,18190,KDWFJUPF,IF 882 KBY,UUBX0G0DCINMUZUK1
Dacia,Duster,2020,160000,Bucuresti,11990,HZANKGJT,B 760 FQB,UUBABUTUZGHRKUW10
Dacia,Duster,2020,189000,Bucuresti,12450,GSHEGKTK,B 856 HXH,UUBAD7I93ATJLYKF5
Dacia,Duster,2020,160615,Ilfov,12489,EVQOVKFX,IF 404 PYT,UUBAKU45DKXBQFWD1
Dacia,Duster,2020,171976,Bucuresti,12749,JHWCYGEN,B 559 CVD,UUBAKBLQ1N5S11ZQ1
Dacia,Duster,2020,156548,Ilfov,12790,ATNITASF,IF 577 LAB,UUBA34NFSAOV31RX7
Dacia,Duster,2020,25000,Dolj,12950,TSUVIKVP,DJ 116 ZUJ,UUBAXKL414FUKYM05
Dacia,Duster,2020,167120,Arges,13300,SREJIHRQ,AG 275 XUH,UUBAMXIE6J22VCSI2
Dacia,Duster,2020,69000,Bucuresti,13328,WBCMJUNL,B 224 JSK,UUBAWHJAJHGRFOWG3
Dacia,Duster,2020,134000,Bucuresti,13450,CKMQZPTR,B 043 YBE,UUBAPI19NE2HPBAR0
Dacia,Duster,2020,77478,Ilfov,13489,ZJJDSZEF,IF 644 NIH,UUBAN8RMVV7GZBME2
Dacia,Duster,2020,112969,Bucuresti,13566,YMOZJPZZ,B 736 EFE,UUBAN0OS47NRAEEY9
Dacia,Duster,2020,155000,Arad,13800,GTMIWBBO,AR 008 RAU,UUBAWD0DVC3HL4UZ2
Dacia,Duster,2020,103843,Ilfov,13989,SYFHUGOF,IF 650 XWC,UUBAGN0BCLGCASPF5
Dacia,Duster,2020,124911,Ilfov,14989,QNIUFIOK,IF 515 KFE,UUBA7LGQ8IH3EG432
Dacia,Duster,2020,38713,Neamt,14999,LSTAMCBB,NT 341 PTH,UUBAV6E11R30RI3O0
Dacia,Duster,2020,101000,Mures,15688,MRRYYPGW,MS 240 JBO,UUBAQ0KLRVRT837O1
Dacia,Duster,2020,55000,Arges,17350,IWAXLKAT,AG 119 FXU,UUBAM51UI56PUODK4
Dacia,Duster,2020,39000,Ilfov,17490,OHRXWZXM,IF 219 UYA,UUBA1NJGDX5ODX7F7
Dacia,Duster,2020,43731,Satu Mare,18700,LQCVFZTC,SM 156 RVP,UUBARV1RU9X1X0XU5
Dacia,Duster,2020,48643,Arges,18990,CUULRSBC,AG 132 TWA,UUBAIZBFN3HA8ELL8
Dacia,Duster,2021,145669,Giurgiu,12990,ZHNEBFSX,GR 264 KTE,UUBBKOF543ZTVMQA5
Dacia,Duster,2021,22552,Ilfov,13299,EOXPIGUL,IF 818 LWT,UUBBPHLPTPLS3NSU8
Dacia,Duster,2021,39850,Arges,13500,EOOIODMA,AG 637 MFX,UUBBWIS4C53ZTU6S1
Dacia,Duster,2021,156000,Bucuresti,13689,LSGBZACT,B 366 HNY,UUBBI1SDSKQ5I5SRX
Dacia,Duster,2021,106000,Prahova,13999,ZADBNVVG,PH 626 SCI,UUBBMAQAN9H4A4PCX
Dacia,Duster,2021,115769,Bucuresti,14300,OLUGUYQY,B 952 LTS,UUBBR1320HV0Y8RW2
Dacia,Duster,2021,107708,Arges,14650,KBOLFSWL,AG 523 WSI,UUBBTSG0J69MNBV45
Dacia,Duster,2021,10800,Bucuresti,14999,IOGJOYGY,B 323 YZN,UUBBOGDW5K24RRGO3
Dacia,Duster,2021,54053,Ilfov,15990,VVFUNOQN,IF 152 KVJ,UUBBEIULQT3DGW9Y2
Dacia,Duster,2021,54100,Prahova,16200,XAAQBBRB,PH 860 ODQ,UUBBKXKOO2UMO7SQ1
Dacia,Duster,2021,52600,Maramures,16700,XXCXIFIJ,MM 897 UGP,UUBBJLOESMRJQLJX1
Dacia,Duster,2021,57000,Bucuresti,17999,WUFZEDKT,B 232 QDX,UUBBN7OZHIZ1MPPY5
Dacia,Duster,2021,28000,Iasi,18200,YHGZHXLI,IS 448 LFN,UUBBIVGBJBFAPKN62
Dacia,Duster,2021,90000,Iasi,18200,ZTCZHIBS,IS 924 VKH,UUBBFYKB4KANYNKI3
Dacia,Duster,2021,49205,Bucuresti,18490,MGHBYGLU,B 645 FGQ,UUBBSUCBTIKE8BMK6
Dacia,Duster,2021,43833,Bucuresti,18900,FHEQWRPW,B 705 DMK,UUBBR1LGJMFAXJQI4
Dacia,Duster,2021,56000,Bucuresti,18999,VQHZPTFO,B 290 GXU,UUBBWR2AHNLS0AIQ1
Dacia,Duster,2021,25000,Hunedoara,21000,SAXMJDRJ,HD 572 GTV,UUBBFND5QK8Z5XGJ4
Dacia,Duster,2021,38786,Satu Mare,21300,TOCBJZWU,SM 174 YUV,UUBBBIFU857TTGCM7
Dacia,Duster,2021,17200,Ilfov,23990,AUYHLCVG,IF 215 RJW,UUBB4YTFO3XQ762L8
Dacia,Duster,2022,22000,Arges,15799,SOUFAEDC,AG 504 YZF,UUBCSMZER4H5QK053
Dacia,Duster,2022,25146,Bucuresti,19490,LZSSIZGO,B 099 WOG,UUBC7UL1LG5FCZ4O5
Dacia,Duster,2022,43943,Bucuresti,19490,SPMHSHPO,B 833 TUP,UUBCI7M6FENZHC825
Dacia,Duster,2022,35256,Bucuresti,19990,DTMPCBRH,B 184 SFJ,UUBCU53KADFFUIEL7
Dacia,Duster,2022,59064,Bucuresti,19990,QJHOTLBE,B 282 LPB,UUBC5EDKGUV7BST0X
Dacia,Duster,2022,6500,Iasi,20000,EZNSFBCH,IS 838 LBQ,UUBCAZBK5OLX26EM6
Dacia,Duster,2022,9153,Bucuresti,23500,RBCPFCAT,B 790 KYX,UUBCHI3MXQ3APBLZ4
Dacia,Duster,2022,28810,Bihor,24500,NGYUVXNH,BH 485 FXK,UUBC8C29F7AF7VK26
Dacia,Duster,2023,5,Bucuresti,20840,IGOAWWTQ,B 452 ALA,UUBD48JU642K84U92
Dacia,Duster,2023,7000,Arges,21300,TTLUZEOF,AG 738 GLC,UUBDLDW99FDUM0XX7
Dacia,Duster,2023,10,Cluj,21500,WPRNJEZW,CJ 597 MSS,UUBDDM3J35X0MCET9
Dacia,Duster,2023,2865,Giurgiu,23500,KOGZGKZG,GR 400 GVX,UUBD6XUPS8RK7XHD5
Dacia,Duster,2023,1,Ilfov,24335,FSMVQXWH,IF 442 FNS,UUBD1E5SSDWUIWWF6
Dacia,Duster,2023,5,Harghita,24750,SZHEKGWG,HR 216 NCS,UUBD26KFWDJ2U2WG3
Dacia,Duster,2023,5,Harghita,24988,DKEBIMXR,HR 863 KWR,UUBDCJHP5IVNR9AK3
Dacia,Duster,2023,9,Bihor,25490,STDBAOPV,BH 555 NGN,UUBDBINEJ11K6DHU6
Dacia,Duster,2023,4,Bistrita-Nasaud,25573,BUJODSJG,BN 996 CGC,UUBDI0ZXD8VDPZEL3
Dacia,Jogger,2022,1700,Timis,19900,NNWJQYMB,TM 348 VMM,UUBCRJDWWGX6Z9GH6
Dacia,Jogger,2022,6,Bihor,20587,XAAODZXK,BH 584 HUL,UUBCCJ3DHGX9QG816
Dacia,Jogger,2023,9000,Prahova,2500,FHFTVKCD,PH 340 SIR,UUBDR635DX0UMUTQ7
Dacia,Jogger,2023,5,Bucuresti,16990,FSPRZZEM,B 512 ICF,UUBD7S4PO7V0CR2B3
Dacia,Jogger,2023,17041,Bucuresti,18988,SYBQGWMN,B 039 OVW,UUBDRWKP2E1HNA4V3
Dacia,Lodgy,2012,216000,Arad,4490,XZWPAOIV,AR 419 ZJV,UUBN28VUJ6NR386M0
Dacia,Lodgy,2012,162042,Mures,5999,ZXOXREVK,MS 466 PKH,UUBNV8OKAKK767Q60
Dacia,Lodgy,2012,181981,Ilfov,6100,VPJDCZKD,IF 620 UZA,UUBN7M0WPC15PKGD1
Dacia,Lodgy,2013,179000,Cluj,4999,XOSQQWBH,CJ 027 CDJ,UUBPQFVHXVCG3HGF6
Dacia,Lodgy,2013,150604,Salaj,5950,KCUNJQBR,SJ 594 MDX,UUBPH15776MNEX694
Dacia,Lodgy,2013,227000,Bacau,5990,YHNHLYZO,BC 049 EKF,UUBPMKIRG7QBGD228
Dacia,Lodgy,2014,143000,Bacau,5990,APKEGZTX,BC 497 OKD,UUBRPHKX2SIQ4IKA1
Dacia,Lodgy,2015,179600,Valcea,6996,OZJMNHBP,VL 965 IQQ,UUBSFKD0LRSENZO01
Dacia,Lodgy,2015,207556,Ilfov,7100,QYYWNYJC,IF 232 JDY,UUBSMH6EMWB67UV72
Dacia,Lodgy,2016,157000,Mures,6690,DWOSRYKV,MS 677 RDE,UUBT92L2YCPSRCGS1
Dacia,Lodgy,2016,262000,Bacau,7999,VZWIIIXE,BC 964 UFC,UUBTTNZCJYD1JGXK1
Dacia,Lodgy,2017,132350,Ilfov,8000,HGCUBREM,IF 784 RAF,UUBVYC6SXM4CTUFZ2
Dacia,Lodgy,2017,50900,Arges,8999,BRTAHJKI,AG 437 TBE,UUBVPUDKT1JD6WPP9
Dacia,Lodgy,2018,74921,Ilfov,13890,QGDZGKJD,IF 093 DLC,UUBWESHTTR6J3V232
Dacia,Lodgy,2019,192345,Arad,10849,QLXLUVZB,AR 244 MRE,UUBX7CW7E3TO18JZ3
Dacia,Lodgy,2019,150000,Arges,10900,XPUAHYQF,AG 921 CMF,UUBXF4AVCMYY8KPT5
Dacia,Lodgy,2019,109000,Mures,10999,OPRJYSMU,MS 660 GXN,UUBXUP4YI56T68NH8
Dacia,Lodgy,2019,104641,Ilfov,12990,JHLVHFBR,IF 788 ZQO,UUBXQFV68H8P4O4U3
Dacia,Lodgy,2019,109042,Ilfov,13489,JPUXWPPU,IF 758 KZN,UUBX7Z3I7QJYFXRZ1
Dacia,Lodgy,2020,84000,Timis,3500,KGYJPJHL,TM 339 UJM,UUBAC5ISFNRTJETX1
Dacia,Lodgy,2020,121000,Bucuresti,12750,WFLASQIG,B 668 SHS,UUBAZ4X4MWD4K9O20
Dacia,Lodgy,2020,33000,Arges,13250,DFBQROQY,AG 620 RDT,UUBAM8AB282UHBNF2
Dacia,Logan,2006,198000,Braila,1400,VDSRPHGT,BR 245 WDC,UUBGQBLOEZNKNYNJ2
Dacia,Logan,2006,197000,Constanta,2100,NEJJIIOD,CT 571 RYH,UUBGYWS4HYXKT8W34
Dacia,Logan,2006,122500,Timis,2490,RLLCJQYL,TM 401 LHN,UUBGO1ZYVMJDDUGT6
Dacia,Logan,2008,330000,Ilfov,350,ZLGXLNTQ,IF 647 PKG,UUBJC2QJN2MK8CW70
Dacia,Logan,2008,390000,Brasov,1250,FHIEHERG,BV 141 RCO,UUBJUBQFLKOSX2AS8
Dacia,Logan,2008,235000,Constanta,2950,QWORHYPE,CT 780 SVJ,UUBJUCJAW05PWRT77
Dacia,Logan,2008,166000,Cluj,3400,USIJPMWE,CJ 537 ZBS,UUBJ0BP4ABCH0GH13
Dacia,Logan,2009,53000,Galati,2850,GVLAJWXY,GL 180 SUT,UUBK474WC5YCKZ7Q1
Dacia,Logan,2009,110100,Bacau,2890,ZPIWCWXT,BC 987 TST,UUBKF82DC42D7SR82
Dacia,Logan,2009,161000,Bacau,3150,FIXOOWWS,BC 401 BPZ,UUBK963N52F3T0QY2
Dacia,Logan,2010,256000,Arad,3490,QIWWSTNM,AR 998 WYC,UUBL0R7HDMGMCMWF8
Dacia,Logan,2010,163000,Arad,3550,IFKCJVLE,AR 587 YLD,UUBLGEMJY6CGJ1DG8
Dacia,Logan,2010,55000,Constanta,4000,LMQNQQVD,CT 718 GWI,UUBLUSLXR1VV8T610
Dacia,Logan,2010,184619,Timis,4999,ZEAHDUSZ,TM 328 DIW,UUBLZR4SCV8DXDPC2
Dacia,Logan,2011,32800,Cluj,4000,MGQGZCYJ,CJ 560 LAL,UUBMZXDETCFEEHSI2
Dacia,Logan,2011,191000,Arges,4199,IQAWZBVH,AG 412 ZLW,UUBMSBQEF0CE9MKR2
Dacia,Logan,2012,230000,Timis,4500,HIXDLNQR,TM 747 FUX,UUBN5BVI2ILB2B00X
Dacia,Logan,2013,264656,Arges,2500,EZMCNAPQ,AG 203 SIO,UUBPB8J5JEF1C9D91
Dacia,Logan,2013,407000,Arad,3990,UDGHDURT,AR 480 VBI,UUBP8J9YV4JUZGSC4
Dacia,Logan,2013,186712,Ilfov,4998,ERPPCNTD,IF 325 JJJ,UUBP91TUXGCNJFGH9
Dacia,Logan,2013,235000,Bacau,4999,CVFPHXHY,BC 229 VVZ,UUBP0QN329L21X8O6
Dacia,Logan,2014,567200,Ilfov,3590,PVCQNBDG,IF 679 JAM,UUBRXB2X5K0SYJ0T6
Dacia,Logan,2014,270356,Arges,3949,EJGTERPP,AG 782 WBX,UUBRXWCACMJUCJOY3
Dacia,Logan,2014,249000,Arges,4350,YUXBLTBG,AG 333 UDN,UUBRN3WLU7D84BGW7
Dacia,Logan,2014,87024,Arges,5499,FWIIQQXN,AG 208 GZE,UUBRF4P7TAJ8MTA98
Dacia,Logan,2014,200000,Arad,5790,TMEXDYSM,AR 783 EBV,UUBRRNAPOUUTW41K8
Dacia,Logan,2014,180000,Arges,5900,XCCRYECG,AG 525 DON,UUBR0O7C5FFUFMUH2
Dacia,Logan,2015,97948,Prahova,2850,AFEVFLZM,PH 664 AJK,UUBS8WOMDMMY3GSMX
Dacia,Logan,2015,172000,Arges,5400,FVYDJGXW,AG 043 MHT,UUBSKK4945JMHZEC4
Dacia,Logan,2015,201513,Ilfov,5598,CZGHMQNM,IF 021 EBX,UUBSIPBMXAPCBGR93
Dacia,Logan,2015,200000,Arad,5690,KTEDBMHK,AR 502 QQW,UUBSRFUHLOLXVCP80
Dacia,Logan,2015,219139,Ilfov,5898,BRWMLIEN,IF 443 RZZ,UUBSDBTJD4Q6O0FV2
Dacia,Logan,2015,96000,Ilfov,6250,XAPKWQXT,IF 767 EYL,UUBS4SC79G9NIGZV5
Dacia,Logan,2015,186512,Arges,6490,SBNOTCGX,AG 126 WUR,UUBSHV6RH8Q2DECF2
Dacia,Logan,2016,344000,Harghita,2900,VBSGMAFH,HR 809 IUH,UUBTR9UC69USWEQ04
Dacia,Logan,2016,156000,Arges,5850,MGAXLSTD,AG 816 GEM,UUBTIF016W4SBHTG6
Dacia,Logan,2016,145924,Ilfov,6900,PRNQBZKX,IF 777 LXB,UUBT4BEPU1A41NM10
Dacia,Logan,2016,45667,Vrancea,6990,OEGQPRAI,VN 205 GZB,UUBTLF66LKU955CE9
Dacia,Logan,2016,95700,Timis,7490,GEOPEAGV,TM 174 LGW,UUBT81A0WINSJRE22
Dacia,Logan,2016,109000,Mures,7490,NCJIGCET,MS 277 KON,UUBTDKCNW77YI7I76
Dacia,Logan,2016,99500,Arges,7590,APDYDNZD,AG 147 CKC,UUBTBRWX23M5NGFX5
Dacia,Logan,2016,34000,Arges,7650,GALQSWEG,AG 759 XNZ,UUBTMSITGIPI1MZ02
Dacia,Logan,2016,74000,Arad,7999,XQIYBDVR,AR 937 AWM,UUBT07WSMG2KG7JD0
Dacia,Logan,2017,98500,Prahova,4900,SBARQMIC,PH 748 FBL,UUBVHFU3ZGMZE2RR6
Dacia,Logan,2017,360000,Dambovita,5290,UVLCUQMH,DB 158 VSV,UUBVKP07UUR2SVQVX
Dacia,Logan,2017,280000,Dambovita,5650,ZKYSMFTE,DB 938 FEW,UUBVQ3G1QL6QQBZI6
Dacia,Logan,2017,248000,Dambovita,5950,KFIUHQSI,DB 404 SFT,UUBV2PMWUFY72NGXX
Dacia,Logan,2017,238000,Dambovita,6100,QCDJHOYS,DB 172 QRA,UUBVTEQIC8P1YJKBX
Dacia,Logan,2017,190000,Dambovita,6150,MBBJHFCP,DB 110 JUV,UUBVRIJO52XPSBP96
Dacia,Logan,2017,214000,Dambovita,6150,ZGSRIBSF,DB 645 WXA,UUBVKISE7UIMPT1T1
Dacia,Logan,2017,218000,Dambovita,6150,NXBRVVZV,DB 656 DOG,UUBV5PT2CV1P6ENX3
Dacia,Logan,2017,219000,Dambovita,6150,GJZUHFRH,DB 680 DNC,UUBVXSBQ67HLPOOY4
Dacia,Logan,2017,120500,Bucuresti,6599,FUSMVLOG,B 782 CWE,UUBVK0F68OPKMAR71
Dacia,Logan,2017,167202,Bucuresti,7200,BYDCYQBA,B 520 ERZ,UUBVGJ4N3ND74WXOX
Dacia,Logan,2017,122000,Bucuresti,7299,FYLQZXUA,B 184 CPD,UUBVQOSTBPPO0GS10
Dacia,Logan,2017,111000,Ilfov,7550,RHOSWJUT,IF 896 DAE,UUBVLRU7F2OAISZ69
Dacia,Logan,2017,139567,Bucuresti,7650,AGSMFDHK,B 075 MYZ,UUBVIYKRJDI7SK986
Dacia,Logan,2017,143245,Vrancea,7890,YGPAUZRC,VN 802 GUC,UUBVW58HOBGWZ6FP4
Dacia,Logan,2017,71359,Bucuresti,7900,IKCBPTIK,B 612 ZFM,UUBVYIXNIWLURYL99
Dacia,Logan,2017,73982,Gorj,7995,XAVHTTTQ,GJ 204 GYO,UUBV7OQLLCCG7M5I4
Dacia,Logan,2017,46014,Bucuresti,8249,AJFLROSL,B 171 LKR,UUBVAFUB724G682W3
Dacia,Logan,2017,68678,Bucuresti,8249,WXHBWWNH,B 363 NCT,UUBVH9LLFCA7ZPXPX
Dacia,Logan,2018,248500,Cluj,6400,ZJVLXEXL,CJ 961 FZU,UUBW5BP93FH49B083
Dacia,Logan,2018,70000,Bacau,6490,FAMJBTNX,BC 019 FWC,UUBWKB46ZZS6PMOJ3
Dacia,Logan,2018,167000,Galati,6500,BJFXRKSQ,GL 887 DVJ,UUBW2A4WVGPR9RFA4
Dacia,Logan,2018,174000,Valcea,6900,YMJPSARV,VL 831 LML,UUBWAZZ0G35QO3HM0
Dacia,Logan,2018,172650,Bucuresti,6950,HWMAXSXQ,B 529 JBS,UUBWME0MF5G0UPS80
Dacia,Logan,2018,130980,Bucuresti,6990,RSUOCZRW,B 732 MTJ,UUBWWIFW1SVPF4M72
Dacia,Logan,2018,213000,Ilfov,6999,UTNLNBWO,IF 474 HIF,UUBWJ96JUI5EUNQQ7
Dacia,Logan,2018,86050,Brasov,7400,XNNWPKLW,BV 269 AUH,UUBWD1UDJTR02J1RX
Dacia,Logan,2018,130000,Bucuresti,7489,LTKQXMAR,B 165 QNF,UUBW8R2SJUF5P7UQ5
Dacia,Logan,2018,12400,Bucuresti,7750,ZTTOXBJA,B 982 THV,UUBWD3QV6LFQGTHV9
Dacia,Logan,2018,164000,Bucuresti,7750,RCYWYKPN,B 984 LSU,UUBWHPB4AT4TGB565
Dacia,Logan,2018,160000,Arges,7800,OZFPJOCV,AG 878 TII,UUBWTB052LQMNXNV0
Dacia,Logan,2018,60100,Brasov,7842,XMEYFLZX,BV 889 XEX,UUBWQQ4TJLHDKD6R7
Dacia,Logan,2018,80360,Ilfov,7850,UYKPJWWG,IF 102 RIJ,UUBWDXT5FUXMK8B77
Dacia,Logan,2018,86834,Ilfov,7950,IXNGHVXR,IF 439 XVI,UUBWBTT2F0QRGTQR3
Dacia,Logan,2018,128500,Timis,7990,EHDUIMXK,TM 747 JEZ,UUBWYAK5S1Q39CZSX
Dacia,Logan,2018,80400,Dolj,7999,AXJQKDYX,DJ 644 BBC,UUBWYK2NTCU8JF3S3
Dacia,Logan,2018,158851,Arges,7999,NAPYEDIC,AG 065 KRA,UUBWTIY5EL1QSQ5X1
Dacia,Logan,2018,110736,Ilfov,8250,TMJGPMHW,IF 619 EWN,UUBWOBGKMIST0J2XX
Dacia,Logan,2018,46683,Bucuresti,8291,WDPTBYPR,B 881 YCP,UUBWFCGFU6BQKOF31
Dacia,Logan,2018,103317,Ilfov,8350,KGBHASFM,IF 252 NBX,UUBW3ZUB5GGOYFR13
Dacia,Logan,2018,82796,Ilfov,8450,UMKKXIEF,IF 495 FVG,UUBWKDTTW7MHVL6E4
Dacia,Logan,2018,126660,Ilfov,8508,XOYFHOGV,IF 887 KLX,UUBWI5Y1NN29X80H0
Dacia,Logan,2018,39343,Ilfov,8590,ODZPYHIO,IF 997 LMJ,UUBWDPT3BL2UBWL69
Dacia,Logan,2018,85845,Ilfov,8590,RUTWNKHJ,IF 998 PRW,UUBWTCEQTVRQ4OJA2
Dacia,Logan,2018,122043,Arad,8748,TAGTBGHJ,AR 888 GES,UUBWRKPA14KFI4N20
Dacia,Logan,2018,36000,Cluj,8790,JRKEZRQX,CJ 754 CXI,UUBW1H3FSTFPB21G8
Dacia,Logan,2018,72521,Ilfov,8790,YGOZXSGU,IF 206 DUJ,UUBW8J0EZK2UVWP2X
Dacia,Logan,2018,90546,Ilfov,8989,TYLSIOMI,IF 895 SSP,UUBWM76D0KM61PXI1
Dacia,Logan,2018,61050,Bucuresti,8990,ZADSWWIF,B 058 HHX,UUBWKVJDBEWMGU7M5
Dacia,Logan,2018,100000,Hunedoara,8996,FEXRVRCD,HD 530 UNB,UUBW6SJZA05SODDF5
Dacia,Logan,2018,178000,Dambovita,8999,ITCJXHFS,DB 432 YYS,UUBWGIGRCNKL6B784
Dacia,Logan,2018,41775,Iasi,9000,UZEFQRIZ,IS 584 NKQ,UUBWMD05BELB82S64
Dacia,Logan,2018,106278,Ilfov,9090,IGGDIZIW,IF 950 TJN,UUBWX0QUA94YCGW67
Dacia,Logan,2018,48095,Bucuresti,9249,INOFUWTO,B 091 FUD,UUBWSBTTHEDHTSYA3
Dacia,Logan,2018,46500,Valcea,9500,IHMNLZRS,VL 036 FZH,UUBW2443A4MHJYAC9
Dacia,Logan,2018,110975,Arges,9990,UVPUXFAS,AG 289 CCV,UUBWLATKFQJG5BYK7
Dacia,Logan,2018,52003,Ilfov,10190,PKNYOGQU,IF 992 VMM,UUBWXUR6AM1BNZL95
Dacia,Logan,2019,127848,Cluj,6850,EMONPJYW,CJ 543 EFX,UUBXLFAEIUXBONEJ0
Dacia,Logan,2019,145662,Arad,6990,UCTSGLQF,AR 310 SNN,UUBXHXDME3DEYCSD3
Dacia,Logan,2019,164000,Timis,7190,ZGEXBWAA,TM 427 TCJ,UUBXGIH8MOBLJWYKX
Dacia,Logan,2019,212138,Arad,7449,OINOMFKZ,AR 024 WGH,UUBXL319M73U73YZ1
Dacia,Logan,2019,153674,Ilfov,7489,HUYDIGRK,IF 813 JVL,UUBXWTKFJ2KZAN2G0
Dacia,Logan,2019,216423,Arad,7735,XHDNKVZA,AR 495 JOH,UUBXA1RORWQM3N2P1
Dacia,Logan,2019,134524,Ilfov,7790,INLTHCQK,IF 734 CPZ,UUBX0O5A4HBZG8SR9
Dacia,Logan,2019,116000,Valcea,7913,BTKUWOCQ,VL 504 UJW,UUBX6XQRU7JUB9005
Dacia,Logan,2019,93000,Bucuresti,7950,HTWMSMBU,B 442 PKC,UUBXMXVUYSV1U9ED8
Dacia,Logan,2019,113400,Arges,7950,TRWHZQME,AG 239 QTF,UUBXVTYT8QXMKMKR5
Dacia,Logan,2019,100000,Bucuresti,7989,CIRQUCKO,B 911 NTC,UUBXKEWH7G0LYU8G1
Dacia,Logan,2019,127053,Ilfov,7990,YBWLXXVE,IF 687 STE,UUBXD0714I9QRHUX0
Dacia,Logan,2019,130441,Bucuresti,8449,PFSSXFWY,B 116 FXV,UUBXG7RYA12F9B8Q4
Dacia,Logan,2019,96613,Ilfov,8489,GCQORYUO,IF 588 AHK,UUBXGQ59Y45YMR6H0
Dacia,Logan,2019,108297,Bucuresti,8600,FHXWMOPT,B 485 FKJ,UUBX3XFCUCQ19UW6X
Dacia,Logan,2019,105000,Arges,8650,AUWSDGXT,AG 736 XLJ,UUBXYU8M1AE7V3WD8
Dacia,Logan,2019,126183,Bucuresti,8700,PUHALAGQ,B 309 OPT,UUBXC2VRBBZEET8K8
Dacia,Logan,2019,113730,Bucuresti,8748,FNAOYZOD,B 163 WHK,UUBXR5ME9TBH94LL8
Dacia,Logan,2019,124067,Bucuresti,8748,GVGJQGOA,B 931 HCX,UUBXC6Z5W9VJM7F72
Dacia,Logan,2019,59000,Bucuresti,8950,YEAGPOSW,B 786 ANF,UUBX3Q9KTDP31TTJ8
Dacia,Logan,2019,109864,Bucuresti,8950,VPHCXOCF,B 278 DDC,UUBXMVWM37CC74VP8
Dacia,Logan,2019,120686,Bucuresti,9049,HRUKOSDK,B 115 RRT,UUBX84YCNURL921N9
Dacia,Logan,2019,72000,Cluj,9190,IBEIVSPW,CJ 460 OBU,UUBXLERFS5UOV5R96
Dacia,Logan,2019,71337,Prahova,9490,KZFGEEXX,PH 159 OBG,UUBXVC8XEBAQ6TJD3
Dacia,Logan,2019,92173,Arad,9649,VHGOTPGC,AR 051 JHL,UUBXAFCNZG47M1G36
Dacia,Logan,2019,53211,Bucuresti,9698,TGOLIHVX,B 140 SSY,UUBXO020SZYW1DIW6
Dacia,Logan,2019,66165,Ilfov,9790,ZJFNBTET,IF 628 LAE,UUBXIRX3S319GCWL7
Dacia,Logan,2019,29851,Ilfov,9890,UTYSYMGU,IF 591 ZTB,UUBX7C76SNAC4SQZ8
Dacia,Logan,2019,80000,Bucuresti,9899,FBFUKXNV,B 603 HVN,UUBXHLN2PNN1XG3L7
Dacia,Logan,2019,87500,Timis,9900,IKPUHEMP,TM 533 XCA,UUBXHAOLHSUROA07X
Dacia,Logan,2019,37660,Bucuresti,9990,BHUSIFZN,B 618 FNM,UUBXEQ03PQ0X6BC86
Dacia,Logan,2019,132819,Bucuresti,10290,HFIIJWCB,B 667 HWU,UUBX7U7HMFOQIVUW3
Dacia,Logan,2019,24939,Cluj,10699,EEFXHVNC,CJ 799 ION,UUBXE45LVGA4S7BH1
Dacia,Logan,2020,90000,Arges,6000,PBIVNZDF,AG 362 ZBD,UUBAS8BLUBLYDK598
Dacia,Logan,2020,180000,Bucuresti,7489,JEIAHOGH,B 226 EIA,UUBA0QR9JJCY9QDD8
Dacia,Logan,2020,120000,Bucuresti,7790,XJITRGZZ,B 688 MLM,UUBAKX07Q9IT37NP7
Dacia,Logan,2020,117000,Bucuresti,8689,FPORZGRZ,B 739 ADL,UUBA49X5KSEFK8HD2
Dacia,Logan,2020,129000,Dambovita,8700,OMGCSBSC,DB 904 NOG,UUBA108T94GJQLEZ1
Dacia,Logan,2020,114402,Bucuresti,9249,MWRPGPZA,B 826 MCZ,UUBAR32C7HVEJCJX4
Dacia,Logan,2020,89177,Ilfov,9690,LQVJTBAA,IF 153 TUU,UUBAXK3Q3Y36OYPG8
Dacia,Logan,2020,78026,Ilfov,9990,WYUARRZY,IF 180 UDJ,UUBATHJ2GUKGT4I56
Dacia,Logan,2020,119228,Bucuresti,10500,GWUUYNHM,B 332 LRP,UUBAFUL4KTPX82BE8
Dacia,Logan,2020,93000,Dolj,10700,RMMUTYFU,DJ 381 OYV,UUBA70RFFVUJTGVO0
